ENTDATESERVICETYPE,ENTDATEDAYOFWEEK,ENTSTATION,EXTSTATION,ENTPERIOD,ENTQUARTHOUR,AVG_TRIPS,congestion_level,old_cost,new_cost
Saturday,Sat,Navy Yard-Ballpark,Dupont Circle,PM Peak,4:00 PM to 4:15 PM,2,1.0,,
Weekday,Thu,Huntington,Gallery Pl-Chinatown,AM Peak,5:30 AM to 5:45 AM,5,1.0,,
Weekday,Thu,Shady Grove,Judiciary Square,AM Peak,9:00 AM to 9:15 AM,11,2.0,,
Weekday,Thu,Foggy Bottom-GWU,Van Dorn Street,PM Peak,5:45 PM to 6:00 PM,10,2.0,,
Weekday,Thu,L'Enfant Plaza,West Hyattsville,PM Peak,5:30 PM to 5:45 PM,12,2.0,,
Weekday,Thu,Federal Center SW,Vienna/Fairfax-GMU,PM Peak,5:30 PM to 5:45 PM,12,2.0,,
Weekday,Thu,Capitol Heights,U Street/African-Amer Civil War Memorial/Cardozo,AM Peak,6:30 AM to 6:45 AM,1,1.0,,
Weekday,Thu,West Falls Church-VT/UVA,McPherson Square,Midday,11:30 AM to 11:45 AM,1,1.0,,
Weekday,Thu,Union Station,L'Enfant Plaza,Midday,9:45 AM to 10:00 AM,7,1.0,,
Weekday,Thu,Archives-Navy Memorial-Penn Quarter,Ronald Reagan Washington National Airport,PM Peak,3:15 PM to 3:30 PM,5,1.0,,
Weekday,Thu,Metro Center,Forest Glen,Evening,7:45 PM to 8:00 PM,3,1.0,,
Weekday,Thu,Gallery Pl-Chinatown,Bethesda,Evening,11:15 PM to 11:30 PM,2,1.0,,
Weekday,Thu,McPherson Square,Farragut West,PM Peak,4:00 PM to 4:15 PM,2,1.0,,
Weekday,Thu,Gallery Pl-Chinatown,Ronald Reagan Washington National Airport,Midday,12:45 PM to 1:00 PM,5,1.0,,
Weekday,Thu,Dunn Loring-Merrifield,Crystal City,AM Peak,6:00 AM to 6:15 AM,3,1.0,,
Weekday,Thu,L'Enfant Plaza,Wheaton,Midday,1:00 PM to 1:15 PM,1,1.0,,
Weekday,Thu,Bethesda,Woodley Park-Zoo/Adams Morgan,Evening,11:00 PM to 11:15 PM,2,1.0,,
Sunday,Sun,Southern Avenue,Silver Spring,PM Peak,4:45 PM to 5:00 PM,2,1.0,,
Weekday,Fri,Rosslyn,Federal Triangle,AM Peak,7:45 AM to 8:00 AM,11,2.0,,
Weekday,Thu,Columbia Heights,Wheaton,AM Peak,8:45 AM to 9:00 AM,2,1.0,,
Weekday,Thu,Friendship Heights,Vienna/Fairfax-GMU,PM Peak,3:30 PM to 3:45 PM,1,1.0,,
Weekday,Thu,Capitol Heights,McPherson Square,AM Peak,8:00 AM to 8:15 AM,6,1.0,,
Weekday,Thu,Navy Yard-Ballpark,Spring Hill,PM Peak,4:30 PM to 4:45 PM,2,1.0,,
Weekday,Thu,Dupont Circle,Franconia-Springfield,Midday,12:15 PM to 12:30 PM,1,1.0,,
Weekday,Thu,Farragut North,L'Enfant Plaza,AM Peak,7:15 AM to 7:30 AM,1,1.0,,
Weekday,Thu,Takoma,Columbia Heights,PM Peak,5:30 PM to 5:45 PM,2,1.0,,
Weekday,Thu,King St-Old Town,Eastern Market,PM Peak,4:15 PM to 4:30 PM,2,1.0,,
Weekday,Thu,New Carrollton,Branch Ave,PM Peak,3:45 PM to 4:00 PM,2,1.0,,
Weekday,Thu,Cleveland Park,L'Enfant Plaza,AM Peak,6:30 AM to 6:45 AM,3,1.0,,
Weekday,Fri,Navy Yard-Ballpark,Shady Grove,PM Peak,3:00 PM to 3:15 PM,3,1.0,,
Weekday,Fri,Brookland-CUA,Ballston-MU,AM Peak,6:30 AM to 6:45 AM,2,1.0,,
Weekday,Thu,West Falls Church-VT/UVA,Virginia Square-GMU,AM Peak,7:30 AM to 7:45 AM,3,1.0,,
Weekday,Thu,College Park-U of Md,Archives-Navy Memorial-Penn Quarter,PM Peak,4:45 PM to 5:00 PM,3,1.0,,
Weekday,Fri,Judiciary Square,Cheverly,PM Peak,3:15 PM to 3:30 PM,1,1.0,,
Saturday,Sat,Tenleytown-AU,Grosvenor-Strathmore,Midday,10:30 AM to 10:45 AM,1,1.0,,
Weekday,Thu,Benning Road,Ballston-MU,AM Peak,6:00 AM to 6:15 AM,1,1.0,,
Weekday,Thu,Judiciary Square,Judiciary Square,AM Peak,5:15 AM to 5:30 AM,2,1.0,,
Weekday,Thu,Federal Center SW,Pentagon City,Evening,7:15 PM to 7:30 PM,2,1.0,,
Weekday,Fri,Potomac Ave,King St-Old Town,AM Peak,6:30 AM to 6:45 AM,2,1.0,,
Sunday,Sun,Landover,Ballston-MU,Evening,7:45 PM to 8:00 PM,1,1.0,,
Saturday,Sat,Judiciary Square,Takoma,PM Peak,6:45 PM to 7:00 PM,4,1.0,,
Sunday,Sun,Union Station,Pentagon City,PM Peak,3:00 PM to 3:15 PM,6,1.0,,
Sunday,Sun,Columbia Heights,Wheaton,Midday,1:15 PM to 1:30 PM,5,1.0,,
Weekday,Thu,Columbia Heights,Forest Glen,PM Peak,4:45 PM to 5:00 PM,1,1.0,,
Weekday,Fri,Spring Hill,Capitol South,Midday,12:15 PM to 12:30 PM,5,1.0,,
Saturday,Sat,Dupont Circle,Woodley Park-Zoo/Adams Morgan,PM Peak,3:00 PM to 3:15 PM,9,1.0,,
Weekday,Fri,Union Station,Virginia Square-GMU,PM Peak,6:00 PM to 6:15 PM,5,1.0,,
Sunday,Sun,Cleveland Park,Metro Center,Midday,2:00 PM to 2:15 PM,3,1.0,,
Saturday,Sat,Foggy Bottom-GWU,Crystal City,Midday,1:15 PM to 1:30 PM,5,1.0,,
Weekday,Fri,Farragut West,McLean,Midday,2:15 PM to 2:30 PM,2,1.0,,
Weekday,Thu,Gallery Pl-Chinatown,Huntington,Evening,11:00 PM to 11:15 PM,4,1.0,,
Weekday,Thu,Medical Center,Prince George's Plaza,Midday,2:15 PM to 2:30 PM,1,1.0,,
Weekday,Thu,Takoma,Rhode Island Ave-Brentwood,PM Peak,6:45 PM to 7:00 PM,1,1.0,,
Weekday,Fri,Southern Avenue,Union Station,Midday,1:30 PM to 1:45 PM,3,1.0,,
Weekday,Thu,Georgia Ave-Petworth,Foggy Bottom-GWU,Midday,11:45 AM to 12:00 PM,1,1.0,,
Weekday,Thu,McPherson Square,Dupont Circle,Evening,7:45 PM to 8:00 PM,4,1.0,,
Weekday,Thu,Georgia Ave-Petworth,Dupont Circle,Evening,8:45 PM to 9:00 PM,1,1.0,,
Weekday,Thu,Takoma,Farragut West,AM Peak,6:15 AM to 6:30 AM,2,1.0,,
Saturday,Sat,Court House,Ballston-MU,PM Peak,5:45 PM to 6:00 PM,5,1.0,,
Weekday,Fri,Farragut North,Judiciary Square,PM Peak,3:00 PM to 3:15 PM,3,1.0,,
Weekday,Thu,Medical Center,Pentagon City,Midday,2:45 PM to 3:00 PM,2,1.0,,
Weekday,Thu,Brookland-CUA,Judiciary Square,Midday,12:45 PM to 1:00 PM,3,1.0,,
Weekday,Thu,Mt Vernon Sq 7th St-Convention Center,Wheaton,PM Peak,6:45 PM to 7:00 PM,1,1.0,,
Weekday,Thu,Addison Road-Seat Pleasant,McLean,AM Peak,5:15 AM to 5:30 AM,1,1.0,,
Sunday,Sun,Shady Grove,Friendship Heights,PM Peak,4:30 PM to 4:45 PM,2,1.0,,
Weekday,Fri,Fort Totten,U Street/African-Amer Civil War Memorial/Cardozo,PM Peak,6:30 PM to 6:45 PM,3,1.0,,
Weekday,Thu,Cleveland Park,Naylor Road,PM Peak,6:30 PM to 6:45 PM,1,1.0,,
Weekday,Fri,Gallery Pl-Chinatown,Dupont Circle,PM Peak,6:45 PM to 7:00 PM,23,3.0,,
Weekday,Fri,Farragut North,Rhode Island Ave-Brentwood,Evening,7:45 PM to 8:00 PM,5,1.0,,
Weekday,Fri,Medical Center,Medical Center,PM Peak,5:00 PM to 5:15 PM,1,1.0,,
Saturday,Sat,Greenbelt,Greenbelt,PM Peak,6:15 PM to 6:30 PM,2,1.0,,
Sunday,Sun,Union Station,Franconia-Springfield,AM Peak,7:15 AM to 7:30 AM,1,1.0,,
Sunday,Sun,U Street/African-Amer Civil War Memorial/Cardozo,Ronald Reagan Washington National Airport,Evening,7:45 PM to 8:00 PM,1,1.0,,
Weekday,Fri,Braddock Road,Naylor Road,AM Peak,8:45 AM to 9:00 AM,1,1.0,,
Weekday,Mon,Pentagon,Foggy Bottom-GWU,Midday,12:00 PM to 12:15 PM,5,1.0,,
